#timestamp rating
09/11/08 -0.03
09/11/08 -0.04
09/11/08 -0.04
09/11/08 -0.03
04/01/09 -0.03
12/01/09 -0.02
12/01/09 -0.02
12/01/09 -0.03
19/01/09 -0.03
19/01/09 -0.03
19/01/09 -0.03
19/01/09 -0.03
19/01/09 -0.03
16/02/09 -0.04
16/02/09 -0.04
16/02/09 -0.04
16/02/09 -0.04
23/02/09 -0.04
23/02/09 -0.04
23/02/09 -0.04
23/02/09 -0.04
23/02/09 -0.04
12/03/09 -0.04
12/03/09 -0.04
12/03/09 -0.04
12/03/09 -0.04
25/03/09 -0.04
25/03/09 -0.04
25/03/09 -0.03
25/03/09 -0.03
25/03/09 -0.02
25/03/09 -0.02
10/08/09 -0.02
10/08/09 -0.02
10/08/09 -0.02
16/08/09 -0.02
16/08/09 -0.02
16/08/09 -0.02
16/08/09 -0.02
16/08/09 -0.02
31/08/09 -0.01
31/08/09 -0.01
31/08/09 -0.01
31/08/09 -0.01
31/08/09 -0.01
31/08/09 -0.01
05/10/09 -0.00
05/10/09 0.00
05/10/09 0.01
05/10/09 0.02
05/10/09 0.02
11/10/09 0.02
11/10/09 0.03
11/10/09 0.03
11/10/09 0.03
02/11/09 0.03
02/11/09 0.04
02/11/09 0.04
02/11/09 0.04
02/11/09 0.04
08/11/09 0.04
08/11/09 0.05
08/11/09 0.05
08/11/09 0.05
08/11/09 0.05
22/11/09 0.05
22/11/09 0.05
22/11/09 0.05
18/01/10 0.05
18/01/10 0.05
18/01/10 0.06
18/01/10 0.06
18/01/10 0.06
08/02/10 0.07
08/02/10 0.07
08/02/10 0.06
22/02/10 0.06
22/02/10 0.06
22/02/10 0.06
22/02/10 0.06
22/02/10 0.06
11/03/10 0.07
11/03/10 0.07
11/03/10 0.07
24/03/10 0.06
09/08/10 0.07
09/08/10 0.07
09/08/10 0.07
09/08/10 0.07
15/08/10 0.07
15/08/10 0.08
15/08/10 0.08
30/08/10 0.07
30/08/10 0.07
30/08/10 0.07
30/08/10 0.07
30/08/10 0.08
30/08/10 0.08
30/08/10 0.08
04/10/10 0.08
04/10/10 0.08
04/10/10 0.08
04/10/10 0.09
10/10/10 0.09
10/10/10 0.10
10/10/10 0.10
10/10/10 0.10
01/11/10 0.10
01/11/10 0.10
01/11/10 0.10
01/11/10 0.10
01/11/10 0.10
07/11/10 0.09
07/11/10 0.09
21/11/10 0.09
21/11/10 0.09
21/11/10 0.09
21/11/10 0.09
17/01/11 0.09
17/01/11 0.09
17/01/11 0.10
17/01/11 0.10
17/01/11 0.10
17/01/11 0.10
17/01/11 0.11
21/02/11 0.11
21/02/11 0.11
21/02/11 0.11
21/02/11 0.11
21/02/11 0.12
10/03/11 0.12
10/03/11 0.13
10/03/11 0.14
10/03/11 0.15
10/03/11 0.15
10/03/11 0.15
23/03/11 0.16
23/03/11 0.17
23/03/11 0.17
23/03/11 0.17
23/03/11 0.17
23/03/11 0.17
08/08/11 0.18
08/08/11 0.18
08/08/11 0.18
08/08/11 0.19
08/08/11 0.19
14/08/11 0.19
14/08/11 0.20
14/08/11 0.19
14/08/11 0.20
14/08/11 0.19
29/08/11 0.20
29/08/11 0.21
29/08/11 0.21
29/08/11 0.21
29/08/11 0.21
29/08/11 0.21
29/08/11 0.22
31/10/11 0.21
31/10/11 0.21
31/10/11 0.21
31/10/11 0.20
07/11/11 0.20
07/11/11 0.20
20/11/11 0.20
20/11/11 0.19
20/11/11 0.19
