#timestamp rating
02/01/06 0.00
02/01/06 -0.04
02/01/06 -0.05
02/01/06 -0.07
02/01/06 -0.06
16/01/06 -0.06
16/01/06 -0.04
16/01/06 -0.05
16/01/06 -0.06
16/01/06 -0.07
16/01/06 -0.07
16/01/06 -0.06
27/02/06 -0.07
27/02/06 -0.08
27/02/06 -0.08
27/02/06 -0.09
27/02/06 -0.10
06/03/06 -0.11
06/03/06 -0.12
06/03/06 -0.13
06/03/06 -0.11
06/03/06 -0.10
06/03/06 -0.08
20/03/06 -0.07
20/03/06 -0.06
20/03/06 -0.05
20/03/06 -0.06
20/03/06 -0.05
20/03/06 -0.06
07/08/06 -0.06
07/08/06 -0.06
07/08/06 -0.06
07/08/06 -0.06
07/08/06 -0.06
07/08/06 -0.06
14/08/06 -0.05
14/08/06 -0.05
28/08/06 -0.04
28/08/06 -0.04
28/08/06 -0.03
28/08/06 -0.04
28/08/06 -0.04
28/08/06 -0.03
28/08/06 -0.02
02/10/06 -0.03
02/10/06 -0.02
02/10/06 -0.03
02/10/06 -0.04
02/10/06 -0.03
16/10/06 -0.03
16/10/06 -0.04
16/10/06 -0.04
16/10/06 -0.03
16/10/06 -0.02
23/10/06 -0.01
23/10/06 -0.00
23/10/06 -0.01
23/10/06 -0.01
23/10/06 -0.01
13/11/06 0.00
13/11/06 0.00
13/11/06 0.01
13/11/06 0.01
13/11/06 0.02
15/01/07 0.03
15/01/07 0.03
15/01/07 0.03
15/01/07 0.03
15/01/07 0.04
15/01/07 0.06
15/01/07 0.06
26/02/07 0.05
26/02/07 0.04
26/02/07 0.04
26/02/07 0.04
26/02/07 0.05
05/03/07 0.04
19/03/07 0.04
19/03/07 0.03
19/03/07 0.03
05/08/07 0.02
05/08/07 0.03
05/08/07 0.03
05/08/07 0.03
05/08/07 0.02
13/08/07 0.02
13/08/07 0.02
13/08/07 0.02
13/08/07 0.01
13/08/07 0.02
27/08/07 0.01
27/08/07 0.01
27/08/07 0.01
27/08/07 0.01
27/08/07 0.01
27/08/07 0.02
27/08/07 0.02
15/10/07 0.01
15/10/07 0.02
15/10/07 0.02
15/10/07 0.01
15/10/07 0.01
22/10/07 0.01
22/10/07 0.02
22/10/07 0.02
22/10/07 0.02
22/10/07 0.01
28/10/07 0.02
28/10/07 0.01
12/11/07 0.01
12/11/07 0.02
12/11/07 0.02
12/11/07 0.03
12/11/07 0.03
14/01/08 0.04
14/01/08 0.05
14/01/08 0.04
14/01/08 0.04
14/01/08 0.04
14/01/08 0.04
03/03/08 0.03
13/03/08 0.03
13/03/08 0.04
13/03/08 0.04
13/03/08 0.03
27/03/08 0.03
27/03/08 0.04
27/03/08 0.04
27/03/08 0.04
21/07/08 0.03
28/07/08 0.04
28/07/08 0.03
11/08/08 0.03
11/08/08 0.03
11/08/08 0.03
11/08/08 0.02
25/08/08 0.02
25/08/08 0.02
25/08/08 0.03
25/08/08 0.02
25/08/08 0.02
25/08/08 0.02
25/08/08 0.03
12/10/08 0.02
12/10/08 0.02
12/10/08 0.03
12/10/08 0.02
20/10/08 0.01
20/10/08 0.01
20/10/08 0.01
20/10/08 0.01
20/10/08 0.01
26/10/08 0.01
26/10/08 0.01
09/11/08 0.01
09/11/08 0.01
09/11/08 0.01
05/01/09 0.02
05/01/09 0.02
05/01/09 0.02
05/01/09 0.01
19/01/09 0.01
19/01/09 0.02
19/01/09 0.01
19/01/09 0.01
19/01/09 0.03
19/01/09 0.03
19/01/09 0.03
12/03/09 0.03
12/03/09 0.03
12/03/09 0.03
12/03/09 0.03
12/03/09 0.02
25/03/09 0.02
25/03/09 0.03
25/03/09 0.03
25/03/09 0.03
25/03/09 0.03
10/08/09 0.02
10/08/09 0.02
10/08/09 0.02
16/08/09 0.01
16/08/09 0.01
16/08/09 0.01
16/08/09 0.01
16/08/09 0.01
31/08/09 0.01
31/08/09 0.01
31/08/09 0.01
31/08/09 0.01
31/08/09 0.01
31/08/09 0.01
31/08/09 0.01
02/11/09 0.01
02/11/09 0.01
02/11/09 0.01
02/11/09 -0.00
02/11/09 -0.00
08/11/09 -0.01
22/11/09 -0.01
22/11/09 -0.01
22/11/09 -0.01
22/11/09 -0.01
04/01/10 -0.01
04/01/10 -0.01
04/01/10 -0.01
04/01/10 -0.01
18/01/10 -0.01
18/01/10 -0.00
18/01/10 -0.01
18/01/10 -0.00
18/01/10 0.00
18/01/10 0.01
18/01/10 0.01
11/03/10 0.01
11/03/10 0.00
24/03/10 -0.00
24/03/10 -0.00
24/03/10 -0.00
09/08/10 -0.00
09/08/10 -0.00
09/08/10 -0.00
09/08/10 0.00
09/08/10 0.00
15/08/10 0.00
15/08/10 0.01
15/08/10 0.01
15/08/10 0.01
30/08/10 0.01
30/08/10 0.01
30/08/10 0.01
30/08/10 0.01
30/08/10 0.01
30/08/10 0.01
10/10/10 0.01
10/10/10 0.01
10/10/10 0.02
10/10/10 0.02
10/10/10 0.02
18/10/10 0.03
18/10/10 0.03
18/10/10 0.03
18/10/10 0.03
01/11/10 0.03
01/11/10 0.03
01/11/10 0.03
01/11/10 0.03
01/11/10 0.03
07/11/10 0.03
07/11/10 0.03
07/11/10 0.03
07/11/10 0.03
21/11/10 0.03
21/11/10 0.03
21/11/10 0.03
21/11/10 0.04
21/11/10 0.04
03/01/11 0.03
03/01/11 0.03
03/01/11 0.03
03/01/11 0.04
03/01/11 0.04
17/01/11 0.04
17/01/11 0.04
17/01/11 0.05
17/01/11 0.05
17/01/11 0.05
17/01/11 0.05
21/02/11 0.05
21/02/11 0.04
21/02/11 0.04
21/02/11 0.05
21/02/11 0.04
10/03/11 0.04
10/03/11 0.04
10/03/11 0.04
10/03/11 0.04
10/03/11 0.04
23/03/11 0.04
23/03/11 0.04
23/03/11 0.04
23/03/11 0.06
23/03/11 0.05
08/08/11 0.05
08/08/11 0.05
14/08/11 0.05
14/08/11 0.05
14/08/11 0.05
29/08/11 0.05
29/08/11 0.05
29/08/11 0.05
29/08/11 0.05
29/08/11 0.06
29/08/11 0.05
31/10/11 0.05
31/10/11 0.05
31/10/11 0.05
31/10/11 0.05
31/10/11 0.06
07/11/11 0.05
07/11/11 0.06
07/11/11 0.05
07/11/11 0.06
07/11/11 0.06
20/11/11 0.05
20/11/11 0.06
20/11/11 0.06
20/11/11 0.06
20/11/11 0.06
